Division,Calendar_Week,Paid_Views,Organic_Views,Google_Impressions,Email_Impressions,Facebook_Impressions,Affiliate_Impressions,Overall_Views,Sales
D,3/9/2019,672,5478,812535,946963.0102,67419,34398,5453,137527
D,3/16/2019,107,8163,791125,869773.717,133073,41917,7928,160490
D,3/23/2019,337,14251,992626,869421.0759,210567,35267,14175,138767
D,3/30/2019,30,15920,653764,1066941.254,258969,37057,16419,132014
D,4/6/2019,4763,16556,748956,893860.5116,114230,27342,21595,130627
D,4/13/2019,5846,15535,1002988,867179.0534,202647,26918,20785,125950
D,4/20/2019,10708,18238,941051,942919.7094,330490,23946,28179,170286
D,4/27/2019,13546,13953,771658,1094730.101,328108,27322,26155,145936
D,5/4/2019,22707,15960,1002100,779626.5971,188110,21329,37596,161541
D,5/11/2019,25209,19605,850561,641094.0861,247255,19747,44352,157701
D,5/18/2019,29898,23443,704654,755959.1398,343210,17515,53207,125866
D,5/25/2019,31386,21802,1014486,734801.3407,415470,16982,53098,138898
D,6/1/2019,39013,25973,1012346,642670.048,131632,18254,63828,136182
D,6/8/2019,148950,38292,919319,597719.8291,336878,21830,187033,123532
D,6/15/2019,95979,40344,654139,642199.93,415099,24502,136329,171528
D,6/22/2019,50453,38688,430963,773295.1266,346972,20439,88207,147496
D,6/29/2019,55529,37671,782176,795409.6322,208146,16820,92859,130401
D,7/6/2019,48733,36002,1041348,741400.4776,187689,25105,83676,127654
D,7/13/2019,45077,62815,1263379,467704.7587,456048,27125,106293,174906
D,7/20/2019,42687,84596,1023680,986374.4248,280605,26228,126008,165212
D,7/27/2019,60179,70535,1051855,625180.6165,365489,21495,130055,116591
D,8/3/2019,114532,86139,487767,491074.3803,127630,17706,200377,138994
D,8/10/2019,56153,94999,571070,601795.9181,160547,20391,150902,104555
D,8/17/2019,51953,85286,695025,656041.3064,241244,19778,135878,157946
D,8/24/2019,50750,61418,923230,651680.5557,174991,21257,111248,204523
D,8/31/2019,48107,36389,642061,707633.9611,197429,19726,83695,159509
D,9/7/2019,53955,31985,944860,881758.4037,511385,17120,85749,194503
D,9/14/2019,52841,23489,586857,1122092.452,464052,21744,74991,205857
D,9/21/2019,54301,22807,581520,1138065.558,704139,19229,76390,154773
D,9/28/2019,66793,28561,1006132,672584.1243,2220573,20187,94694,172893
D,10/5/2019,16263,33250,1135276,972345.483,527046,16953,48753,282285
D,10/12/2019,18343,18109,1005219,1036507.944,605594,29896,35459,253091
D,10/19/2019,29661,20869,943858,922916.1844,510130,19329,50199,326334
D,10/26/2019,23991,20743,1900298,906276.2018,489070,17696,44459,234386
D,11/2/2019,24110,24978,2044805,830158.364,504902,17028,47991,221103
D,11/9/2019,23158,31642,4678265,1335530.287,829756,16614,53116,404702
D,11/16/2019,25734,46196,4920161,1724657.718,1680821,17042,71545,441024
D,11/23/2019,16394,39251,3781053,934849.92,3327142,17483,54562,468370
D,11/30/2019,18298,28842,3895528,1722606.386,1906278,17180,46172,899279
D,12/7/2019,15079,25167,1742799,1579568.675,1815395,16842,40436,759586
D,12/14/2019,16281,28075,593707,943354.8607,1751038,12429,44462,605179
D,12/21/2019,13913,24982,503049,954504.6346,954539,12966,38698,371760
D,12/28/2019,15229,29805,1012955,652665.3026,243765,19409,44756,228342
D,1/4/2020,61741,38011,509183,753563.1296,236962,17575,99335,236867
D,1/11/2020,16877,44050,496368,1000628.224,312494,22454,60098,170736
D,1/18/2020,33364,39573,542751,948208.3639,330851,24993,73075,208607
D,1/25/2020,47970,37670,974572,784145.0106,266550,25693,85406,143235
D,2/1/2020,60625,44307,1083036,2445497.915,94583,22344,104303,161016
D,2/8/2020,56077,48548,1040367,895276.243,445341,28493,103858,170734
D,2/15/2020,52402,56348,727321,708989.3867,772837,19880,108811,275647
D,2/22/2020,43307,52470,784130,1019570.444,792423,23358,95172,223335
D,2/29/2020,35078,46138,710333,734746.1881,363967,20915,80986,213325
E,1/6/2018,291,146,151,1363086.876,326747,83310,576,287095
E,1/13/2018,388,947,287,1972258.722,56230,75256,278,335705
E,1/20/2018,228,566,919,1673212.05,213324,110055,745,292881
E,1/27/2018,230,966,347,1627852.325,309171,77464,505,332864
E,2/3/2018,682,963,668,1590339.434,179123,64788,360,301190
E,2/10/2018,714,701,815,1692072.138,186888,78730,508,276954
E,2/17/2018,336,674,274,2470636.927,464654,70188,625,364305
E,2/24/2018,405,114,542,2162317.906,571,65271,657,371150
E,3/3/2018,181,175,683,1648807.495,35609,73602,639,324169
E,3/10/2018,201,499,613,1838558.77,296343,77304,144,351216
E,3/17/2018,554,175,954,1813087.045,47637,79468,902,322199
E,3/24/2018,32,535,679,1652630.526,223997,116662,379,342610
E,3/31/2018,830,22,364,1664914.844,117096,134450,194,288137
E,4/7/2018,410,509,635230,1632239.38,367907,108409,676,233616
E,4/14/2018,500,147,1055190,1976198.803,232953,79017,921,319769
E,4/21/2018,846,760,1068852,1605410.919,181601,106329,621,388403
E,4/28/2018,924,422,1111294,1843297.983,120639,80508,776,355257
E,5/5/2018,611,829,1225738,1555831.034,210877,72755,546,347987
E,5/12/2018,431,602,1667041,1352646.223,160932,92054,86,341492
E,5/19/2018,205,837,1683806,1474868.61,23896,81097,584,329400
E,5/26/2018,892,844,1596758,1781391.69,81318,101668,392,358299
E,6/2/2018,773,899,1244827,1301684.332,269232,136956,500,366579
E,6/9/2018,685,1000,1160329,1464076.111,389572,125798,622,369553
E,6/16/2018,533,403,1035974,1318294.496,200072,114554,505,344839
E,6/23/2018,769,661,1126779,1537005.004,142767,131827,975,253224
E,6/30/2018,981,739,1326999,1448372.989,185006,117185,877,359247
E,7/7/2018,753,863,1763693,1262634.971,163221,114999,99,244322
E,7/14/2018,27,785,1994682,1805484.028,631412,123915,539,337547
E,7/21/2018,562,896,1579058,1371037.199,515719,105612,224,472644
E,7/28/2018,251,275,1576426,1431875.645,322890,116904,963,342791
E,8/4/2018,479,807,1472144,1115571.802,371088,119163,944,345905
E,8/11/2018,486,818,1457992,1391287.701,412716,85756,363,303678
E,8/18/2018,113,380,2180328,1611532.319,584129,91331,112,370674
E,8/25/2018,338,569,2364270,1631876.88,1123578,110581,743,445394
E,9/1/2018,270,241,2405383,1291528.531,945238,114544,888,398340
E,9/8/2018,534,212,2138893,1354883.05,1101601,99689,886,319345
E,9/15/2018,763,116,2475842,1316801.609,807093,83570,551,370932
E,9/22/2018,524,691,2367947,1275695.417,827755,54050,594,374030
E,9/29/2018,986,376,2735779,1125549.621,781532,58896,973,412998
E,10/6/2018,228,2735,2578053,1033742.724,376843,60536,3100,482426
E,10/13/2018,860,6645,2356975,1024157.678,463891,64160,6971,445337
E,10/20/2018,225,7431,3044899,1008062.656,418340,62373,7287,536593
E,10/27/2018,834,6617,2748791,1066376.728,441165,57300,6570,491194
E,11/3/2018,723,7077,2776180,1045512.785,576602,73752,7382,596116
E,11/10/2018,534,17867,4579992,2170912.536,774153,67929,17248,796972
E,11/17/2018,726,13517,7013599,2131702.19,1068670,55773,14009,927801
E,11/24/2018,2922,8488,7259142,2169075.099,2580061,56907,11151,1621868
E,12/1/2018,5763,5983,4904953,2680870.051,513276,72062,10827,1201380
E,12/8/2018,60333,6728,2492643,1658673.759,279899,68905,66457,812664
E,12/15/2018,54262,10148,2004160,1376996.111,556694,58954,63929,925649
E,12/22/2018,30457,9959,1783327,1343104.464,209177,48173,40541,554421
E,12/29/2018,32444,9428,1815867,1892891.028,176310,68404,40790,315328
E,1/5/2019,21567,10064,1649201,1890734.909,71760,67069,31521,328650
E,1/12/2019,30421,9613,1563903,1417257.192,147948,127844,40104,261215
E,1/19/2019,30502,7122,1687613,1778687.792,319857,131055,37749,322124
E,1/26/2019,32012,9755,1642881,1447741.297,1050578,156410,41072,320261
E,2/2/2019,19510,7477,1893029,1392491.184,705947,143640,26455,351260
E,2/9/2019,25471,7425,1699752,1398360.836,424607,126416,32478,320767
E,2/16/2019,37763,11885,1483623,1787666.633,462245,120030,49720,438649
E,2/23/2019,15222,8547,1442133,1174363.147,173525,108953,22490,322996
E,3/2/2019,606,9288,2025876,1611549.241,81716,106109,9790,325220
E,3/9/2019,675,9033,2036778,1503674.294,131489,118250,8860,268648
E,3/16/2019,154,12926,2177440,1381747.6,246783,152342,12688,372419
E,3/23/2019,802,21123,2649903,1380811.08,302988,141040,21663,339935
E,3/30/2019,383,26205,1772672,1694968.774,431717,175791,25712,322692
E,4/6/2019,10359,27647,1773170,1419410.369,186438,98656,36471,282300
E,4/13/2019,11680,25612,2388538,1377552.963,345952,96293,37018,286684
E,4/20/2019,19381,27898,2487183,1497150.012,469292,82317,47351,328375
E,4/27/2019,26016,21979,2033902,1737939.603,415476,91525,46482,376197
E,5/4/2019,36534,23382,2560658,1238981.735,285209,70763,59646,377534
E,5/11/2019,41544,30886,2206495,1017370.738,389926,64086,71642,344126
E,5/18/2019,47763,36432,1888431,1201600.036,590562,59639,84707,277707
E,5/25/2019,49920,32798,2492825,1167696.752,658493,58502,82154,354630
E,6/1/2019,62518,40497,2466577,1021245.162,230573,57732,103070,336702
E,6/8/2019,210475,55872,2204860,949261.2548,526630,83107,265446,301405
E,6/15/2019,140463,58831,1549992,1020861.688,571888,70103,198254,407865
E,6/22/2019,77906,56496,1070680,1227215.5,523802,63773,133827,406826
E,6/29/2019,85517,56917,1928235,1262896.539,329379,59856,142287,379048
E,7/6/2019,79446,57139,2500850,1177217.651,267953,67460,136462,306659
E,7/13/2019,76437,97751,2974007,743395.9505,707377,96212,174035,460789
E,7/20/2019,74657,128708,2520250,1566845.693,385576,112923,203120,413155
E,7/27/2019,96177,104016,2712027,991561.9969,534045,115765,199397,293757
E,8/3/2019,158835,127928,1296890,780500.8962,235714,77442,285711,357438
E,8/10/2019,101208,139215,1525764,955244.7112,323398,87307,240199,250851
E,8/17/2019,91315,120979,1779257,1042500.278,420890,87757,210753,313453
E,8/24/2019,87086,83726,1983369,1034979.234,292203,83359,169378,493075
E,8/31/2019,77689,50090,1480642,1122875.253,312366,73903,127172,336213
E,9/7/2019,97326,46300,2381793,1401326.305,843655,66254,142795,416330
E,9/14/2019,82946,30849,1497237,1781827.703,630534,72635,112630,439895
E,9/21/2019,84503,29805,1487313,1806758.786,1129135,77685,114285,311107
E,9/28/2019,100301,42603,2477204,1068785.375,3069385,76475,142179,357578
E,10/5/2019,26744,53426,2637105,1544265.581,840359,75174,79937,659715
E,10/12/2019,23871,32902,2251419,1645781.22,911267,72808,55809,529502
E,10/19/2019,39575,33272,2052320,1464868.875,829669,74353,72106,585514
E,10/26/2019,32414,29542,3983788,1439717.429,731543,72558,61951,485776
E,11/2/2019,34000,36627,4628895,1318638.259,802012,72060,70180,476120
E,11/9/2019,35795,47239,8628125,2121113.899,1303362,68247,82692,811472
E,11/16/2019,38053,68573,9011577,2739783.39,2064512,64705,105866,910703
E,11/23/2019,23919,56582,7602347,1484227.623,3888224,71817,80358,950531
E,11/30/2019,25696,43642,8087815,2735730.499,2286406,59139,68001,1756387
E,12/7/2019,21764,36639,3961817,2508405.803,2309062,64148,58124,1622399
E,12/14/2019,24686,41404,1662090,1498543.426,2190479,44911,66515,1187364
E,12/21/2019,22917,36868,1385952,1516010.913,1065166,53022,59390,909652
E,12/28/2019,27412,44719,2588592,1037495.038,396266,72838,71663,566081
E,1/4/2020,89227,55425,1292984,1196970.231,320080,58239,143910,504800
E,1/11/2020,33165,63196,1192103,1589692.589,464461,72715,95626,392715
E,1/18/2020,67108,55235,1394095,1506118.455,537912,74730,122641,418278
E,1/25/2020,78743,53583,2359393,1245504.549,423478,77343,131247,341451
E,2/1/2020,82704,62846,2572052,3884578.808,161749,70438,145900,316563
E,2/8/2020,78330,68040,2795456,1422502.208,592159,60860,145180,342712
E,2/15/2020,70094,80559,2053355,1125286.353,1073992,72997,151131,604659
E,2/22/2020,61827,80068,1972230,1620179.593,1052644,79685,141877,486946
E,2/29/2020,49981,72908,1901255,1167302.293,509947,74234,122095,383120
F,1/6/2018,75,240,821,457480.5307,86138,32560,238,68266
F,1/13/2018,726,45,99,662209.4428,15831,31333,913,82300
F,1/20/2018,775,872,901,561866.3745,50896,40844,350,71165
F,1/27/2018,117,65,103,546399.4967,81567,27909,792,83485
F,2/3/2018,322,548,482,534000.6288,45708,19833,859,82523
F,2/10/2018,271,52,237,568430.5224,43596,27029,155,76173
F,2/17/2018,568,205,47,829400.656,113887,24096,775,101404
F,2/24/2018,985,596,409,726261.3219,559,20561,987,83346
F,3/3/2018,855,273,71,553980.9217,20210,21528,937,94736
F,3/10/2018,253,770,343,617342.7233,89934,22591,600,80511
F,3/17/2018,506,57,179,608519.1692,11195,24811,991,87358
F,3/24/2018,385,467,61,555269.9319,58393,33902,88,88434
F,3/31/2018,331,437,1000,559241.9934,30931,27376,162,74661
F,4/7/2018,457,81,189371,547741.7968,108445,20395,322,57319
F,4/14/2018,269,437,309045,664028.2964,57519,21077,762,72387
F,4/21/2018,480,368,321307,538710.1559,40057,26620,973,82914
F,4/28/2018,960,354,336028,619500.2468,25809,19544,660,81138
F,5/5/2018,789,853,399573,522645.8885,51561,20957,90,81797
F,5/12/2018,66,467,486636,454502.8933,47049,28912,836,82815
F,5/19/2018,553,162,469728,495774.7113,5556,24403,663,73582
F,5/26/2018,720,401,477072,598372.026,17140,23248,294,65257
F,6/2/2018,932,408,383751,437582.0774,55296,26746,158,70594
F,6/9/2018,156,509,370266,491856.66,87371,23405,464,80180
F,6/16/2018,5,977,332768,443095.362,45675,22620,804,81717
F,6/23/2018,146,874,369719,516289.9557,30312,27600,613,61338
F,6/30/2018,881,652,440486,486350.3505,40576,28250,895,88082
F,7/7/2018,51,620,628022,424171.357,33918,26687,272,55540
F,7/14/2018,269,431,725499,606039.253,136811,26580,64,76311
F,7/21/2018,66,324,566492,460386.1804,119534,23834,281,117706
F,7/28/2018,257,161,558408,481243.5572,77408,22564,564,70242
F,8/4/2018,232,472,496169,374791.8224,91910,24045,487,67683
F,8/11/2018,803,609,526782,467079.9076,106104,19327,385,63161
F,8/18/2018,1,356,792902,540573.0307,174166,21514,340,89758
F,8/25/2018,496,356,838294,547692.1906,317233,26822,719,112587
F,9/1/2018,534,18,854527,433539.7172,248107,22828,896,83800
F,9/8/2018,43,888,769476,455317.6952,297742,24669,689,82971
F,9/15/2018,393,378,869324,442375.6106,228762,20124,111,102308
F,9/22/2018,118,539,817906,427935.0481,241339,12289,50,102420
F,9/29/2018,321,914,1070920,377753.8933,234447,14845,178,121232
F,10/6/2018,553,2151,961373,347499.4155,93549,12691,1701,113319
F,10/13/2018,235,3987,852684,344550.5416,125150,13742,3890,116290
F,10/20/2018,983,4273,1175035,339088.2761,107828,13625,3924,148481
F,10/27/2018,175,4380,1056228,358552.5202,110760,10780,4032,120078
F,11/3/2018,586,4158,1015831,351367.121,159843,11208,4212,129515
F,11/10/2018,352,10639,1855207,728941.3784,207099,11240,10260,197289
F,11/17/2018,335,7441,2874899,715205.6395,311162,8173,7452,221502
F,11/24/2018,1715,4995,3202804,727900.6534,709295,10631,6343,384533
F,12/1/2018,4033,3642,2002788,900153.8053,123645,12447,6422,282698
F,12/8/2018,37441,3513,1027118,557099.943,61392,11811,40753,217404
F,12/15/2018,32677,5982,795197,462384.6739,117874,8269,37509,234477
F,12/22/2018,17578,5935,633327,450749.5033,61827,8538,23734,129557
F,12/29/2018,17924,5934,598580,635797.6591,37215,13203,23129,68018
F,1/5/2019,12533,5855,527609,634475.0067,14331,13431,17724,79602
F,1/12/2019,17519,5570,516338,475855.8365,35785,23834,21903,60567
F,1/19/2019,18553,4325,547765,597413.1362,75483,23579,22084,82112
F,1/26/2019,19233,5540,556851,486202.793,292039,34319,23212,71432
F,2/2/2019,11813,4787,588276,467937.5804,212604,30842,15485,86195
F,2/9/2019,14881,4055,488858,469357.548,105970,29686,19113,100789
F,2/16/2019,23333,7054,389815,600588.7508,122189,28112,29849,110011
F,2/23/2019,8467,4784,428230,394279.9004,44578,25898,12204,87466
F,3/2/2019,669,5380,591034,541172.9605,20471,29110,5869,86755
F,3/9/2019,289,5406,574564,504845.5399,29984,30709,5237,80285
F,3/16/2019,379,6879,557041,463616.1602,61995,40398,7243,98389
F,3/23/2019,162,10776,716426,463359.0867,86742,30484,11199,80013
F,3/30/2019,595,13425,477019,568965.2436,111451,37888,13608,74294
F,4/6/2019,5458,13525,519571,476511.2737,54092,24184,19124,78111
F,4/13/2019,6332,12248,757820,462627.5939,96241,20649,17877,70758
F,4/20/2019,9775,13688,762006,502429.6121,140384,18082,22515,84673
F,4/27/2019,15232,10980,640568,583684.1278,127284,18891,25761,89341
F,5/4/2019,22116,12452,843278,416109.2673,78396,13720,34708,86286
F,5/11/2019,24932,16003,632771,342018.432,108225,14771,40914,94839
F,5/18/2019,26395,19254,501590,403742.5938,158887,13589,45561,69713
F,5/25/2019,27826,17024,737767,391971.0812,191169,12858,44929,81213
F,6/1/2019,33506,20392,760078,342992.8912,59496,14485,54003,78545
F,6/8/2019,116181,28776,672368,318822.6616,149005,16501,144796,68464
F,6/15/2019,77550,30767,450053,343198.8435,175092,28621,107569,95698
F,6/22/2019,46910,30923,301217,412012.959,146235,14320,76814,97235
F,6/29/2019,48777,29418,603317,423537.4971,91999,11811,78066,80655
F,7/6/2019,45217,28435,797136,395146.5587,78115,13557,73180,73800
F,7/13/2019,41167,48039,881631,249819.9695,197988,17795,88813,103409
F,7/20/2019,36534,59862,735192,526334.4572,116535,16771,95519,95151
F,7/27/2019,49624,46810,764635,333625.6381,156878,14340,95638,76429
F,8/3/2019,84825,61485,350166,262133.483,60187,12579,145026,74568
F,8/10/2019,47631,66592,421105,320394.6479,79970,26621,112997,61878
F,8/17/2019,43261,59590,511586,349677.0956,117041,13542,102874,78174
F,8/24/2019,42414,42510,611060,347281.7503,88964,15134,84689,126651
F,8/31/2019,39493,23945,425197,377289.9503,88154,13726,62996,92327
F,9/7/2019,44889,22516,675961,470195.955,221609,11084,66637,107854
F,9/14/2019,44213,15478,414512,598123.1113,195139,13807,59069,112212
F,9/21/2019,44663,15250,430270,607063.2881,331111,16322,60262,81899
F,9/28/2019,54241,20851,769183,358734.0107,1311285,13919,75127,95493
F,10/5/2019,13820,26958,790210,518499.4073,249577,11374,39509,163172
F,10/12/2019,14060,15228,737821,553075.1545,270159,11491,28630,135261
F,10/19/2019,23306,16132,627735,492021.9736,241748,12601,39419,157440
F,10/26/2019,19342,14602,1249145,483538.1693,212456,10554,33361,122957
F,11/2/2019,21208,18666,1402861,442751.2505,232428,10531,39116,133439
F,11/9/2019,20434,24202,2976988,712535.184,370681,10937,45141,222068
F,11/16/2019,23112,36278,2974137,919857.3719,745395,9116,58806,223680
F,11/23/2019,16116,30305,2367761,498547.893,1429635,10009,45804,247501
F,11/30/2019,16875,22764,2649839,918409.7912,825058,10863,40247,490968
F,12/7/2019,15396,20833,1369182,842094.7346,766370,13015,35365,455742
F,12/14/2019,17104,23222,451544,502910.7256,752322,7100,39990,337705
F,12/21/2019,15419,19655,349763,509512.0616,399437,7309,35090,212706
F,12/28/2019,16448,24218,687311,348206.5783,113737,11945,40255,131986
F,1/4/2020,57022,29907,347571,402410.4702,101821,10837,86282,134630
F,1/11/2020,15511,33663,333302,533696.6452,140086,13245,49617,102774
F,1/18/2020,31888,29814,387071,505476.5044,159745,12763,61290,111092
F,1/25/2020,41052,28917,672688,418460.043,129546,13900,69238,84595
F,2/1/2020,48638,34561,711347,1303600.656,46360,12947,82206,85389
F,2/8/2020,45007,35495,743070,477898.1457,215259,10652,80004,90386
F,2/15/2020,41844,43505,541935,378141.5759,354243,13291,84640,142367
F,2/22/2020,35049,43121,550473,544447.1632,402337,14146,76684,124325
F,2/29/2020,27606,37357,549663,392198.2529,147964,12791,65491,109490
G,1/6/2018,477,992,137,839273.9436,151849,58209,883,119640
G,1/13/2018,255,802,221,1214236.449,26405,44631,715,120715
G,1/20/2018,474,148,535,1029477.291,86287,65474,806,122845
G,1/27/2018,240,699,67,1002333.624,139000,46947,684,139615
G,2/3/2018,326,793,265,979496.3637,83954,36024,612,125905
G,2/10/2018,206,904,587,1042166.582,77483,46557,478,115974
